City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Month,Temperature,Humidity,Wind_Speed
Patna,2019-11-01,1.0,0.4757085836390759,0.40718418514946964,0.30343127716157486,0.21755469064555094,0.2508059456067851,1.0,1.0,0.7546677731017726,1.0,1.0,1.0,0.8897535667963683,Very Poor,11,0.4402035623409669,0.3900000000000001,0.2808988764044944
Patna,2019-11-02,1.0,0.4757085836390759,0.48360655737704916,0.2589349419472011,0.2329888605556301,0.2508059456067851,0.983957219251337,1.0,0.6226068401398853,1.0,1.0,1.0,0.9999999999999999,Severe,11,0.5852417302798983,0.20999999999999996,0.10112359550561797
Patna,2019-11-03,1.0,0.4757085836390759,0.30303760848601735,0.2619186612181358,0.17286270299288686,0.2508059456067851,0.7843137254901963,1.0,0.8564993183569443,1.0,1.0,1.0,0.9999999999999999,Severe,11,0.6157760814249363,0.25750000000000006,0.3314606741573034
Patna,2019-11-04,1.0,0.4757085836390759,0.2779652844744455,0.26814555360965164,0.16601798416319954,0.2508059456067851,0.6381461675579324,1.0,1.0000000000000002,1.0,1.0,1.0,0.9909208819714656,Very Poor,11,0.3969465648854962,0.3400000000000001,0.33707865168539325
Patna,2019-11-05,1.0,0.4757085836390759,0.3548698167791707,0.2844911461373808,0.19634948329083346,0.2508059456067851,0.75222816399287,1.0,0.8160749214628655,1.0,1.0,1.0,0.9999999999999999,Severe,11,0.4758269720101782,0.32000000000000006,0.2584269662921348
Patna,2019-11-06,1.0,0.4757085836390759,0.353182256509161,0.3045988194849841,0.20118104952355387,0.2508059456067851,0.627450980392157,1.0,1.0000000000000002,1.0,1.0,1.0,0.8715953307392996,Very Poor,11,0.5267175572519085,0.40000000000000013,0.24157303370786515
Patna,2019-11-07,1.0,0.4757085836390759,0.5462873674059787,0.30797171953038854,0.2650650919339686,0.2508059456067851,0.8663101604278077,1.0,0.9267974631023653,1.0,1.0,1.0,0.8638132295719844,Very Poor,11,0.48346055979643776,0.14749999999999996,0.23595505617977527
Patna,2019-11-08,1.0,0.4757085836390759,0.6762295081967211,0.26568074203800995,0.29834921487048716,0.2508059456067851,0.93048128342246,1.0,0.6052990338450598,1.0,1.0,1.0,0.9182879377431906,Very Poor,11,0.4961832061068703,0.45999999999999996,0.25280898876404495
Patna,2019-11-09,0.8168595255026182,0.4757085836390759,1.0,0.8759161964065643,0.5950879076634009,0.2508059456067851,0.5775401069518717,1.0,0.5135439511587934,1.0,1.0,1.0,0.8171206225680934,Very Poor,11,0.534351145038168,0.3225,0.3651685393258427
Patna,2019-11-10,0.656538884220053,0.4757085836390759,1.0,1.0,0.7479532948597503,0.2508059456067851,0.48128342245989314,1.0,0.639796099816253,1.0,1.0,1.0,0.6536964980544747,Poor,11,0.4223918575063613,0.41500000000000004,0.34831460674157305
Patna,2019-11-11,0.8338612709289547,0.4757085836390759,0.6034233365477337,1.0,0.5258354583277413,0.2508059456067851,0.30659536541889487,1.0,1.0000000000000002,1.0,1.0,1.0,0.6977950713359273,Poor,11,0.3816793893129772,0.4025000000000001,0.3651685393258427
Patna,2019-11-12,1.0,0.4757085836390759,1.0,1.0,0.9745000671050865,0.2508059456067851,0.7094474153297684,1.0,1.0000000000000002,1.0,1.0,1.0,0.7678339818417639,Very Poor,11,0.3409669211195929,0.34750000000000014,0.23033707865168537
Patna,2019-11-13,1.0,0.4757085836390759,1.0,1.0,1.0,0.2508059456067851,0.6951871657754012,1.0,0.9202773990871914,1.0,1.0,1.0,0.8949416342412451,Very Poor,11,0.3740458015267176,0.26750000000000007,0.1348314606741573
Patna,2019-11-14,1.0,0.4757085836390759,1.0,1.0,0.9993289491343442,0.2508059456067851,0.7557932263814618,1.0,0.8683539802027151,1.0,1.0,1.0,0.9935149156939039,Very Poor,11,0.45038167938931306,0.46750000000000025,0.4101123595505618
Patna,2019-11-15,1.0,0.4757085836390759,1.0,1.0,0.7909005502617098,0.2508059456067851,0.6381461675579324,1.0,0.916365360678087,1.0,1.0,1.0,0.8715953307392996,Very Poor,11,0.5979643765903309,0.3875000000000002,0.15168539325842698
Patna,2019-11-16,0.8785312560605081,0.4757085836390759,1.0,1.0,0.6686350825392564,0.2508059456067851,0.5169340463458111,1.0,0.92241123821943,1.0,1.0,1.0,0.7859922178988327,Very Poor,11,0.5063613231552163,0.43000000000000016,0.16853932584269662
Patna,2019-11-17,0.9917900316762558,0.4757085836390759,0.9054966248794599,1.0,0.6063615622064152,0.2508059456067851,0.5240641711229947,1.0,1.0000000000000002,0.7336683417085428,0.8768598130841122,1.0,0.7937743190661478,Very Poor,11,0.623409669211196,0.37750000000000017,0.3426966292134831
Patna,2019-11-18,0.9284375202016937,0.4757085836390759,0.9356316297010607,1.0,0.5870352972755335,0.2508059456067851,0.5704099821746882,1.0,0.9072372710568435,0.8025843503230438,1.0,1.0,0.8093385214007782,Very Poor,11,0.5318066157760815,0.19500000000000006,0.38764044943820225
Patna,2019-11-19,0.908268149201629,0.4757085836390759,1.0,1.0,0.9124949671185075,0.2508059456067851,0.7201426024955437,1.0,0.9173137336257486,0.895908111988514,1.0,1.0,0.7730220492866408,Very Poor,11,0.4223918575063613,0.41500000000000004,0.29213483146067415
Patna,2019-11-20,1.0,0.4757085836390759,1.0,1.0,1.0,0.2508059456067851,0.6024955436720143,1.0,0.7531266670618223,0.8686288585786073,1.0,1.0,0.8326848249027237,Very Poor,11,0.3256997455470738,0.15500000000000025,0.38764044943820225
Patna,2019-11-21,1.0,0.4757085836390759,0.9238187078109932,0.974508659272232,0.794390014763119,0.2508059456067851,0.9090909090909092,0.513711463123829,0.6676545551538144,0.33309404163675516,0.48328971962616823,1.0,0.8274967574578469,Very Poor,11,0.3638676844783715,0.19000000000000017,0.30337078651685395
